Dwell (ms),Type I block,Type II block
0.8125,,61.98006
0.8125,,61.92281
0.8125,,61.89351
0.8125,,61.86039
0.8125,,61.79438
0.8125,,61.67155
0.8125,,61.5462
0.8125,,61.17102
0.8125,,60.96507
0.8125,,60.85916
0.8125,,60.81054
0.8125,,60.73087
0.8125,,60.71575
0.8125,,60.71416
0.8125,,60.63534
0.8125,,60.61316
0.8125,,60.56088
0.8125,,60.48817
0.8125,,60.31664
0.8125,,60.25186
0.8125,,60.20995
0.8125,,60.19831
0.8125,,60.15122
0.8125,,60.1232
0.8125,,60.11049
0.8125,,60.06602
0.8125,,60.06422
0.8125,,60.05448
0.8125,,60.05446
0.8125,,60.05342
0.8125,,60.04943
0.8125,,60.03551
0.8125,,59.93262
0.8125,,59.91386
0.8125,,59.84005
0.8125,,59.74373
0.8125,,59.59144
0.8125,,59.53005
0.8125,,59.51089
0.8125,,59.31745
0.8125,,59.27495
0.8125,,59.2495
0.8125,,59.22798
0.8125,,59.07501
0.8125,,59.07256
0.8125,,59.06522
0.8125,,59.00787
0.8125,,58.97281
0.8125,,58.97256
0.8125,,58.95288
0.8125,,58.85696
0.8125,,58.83726
0.8125,,58.80023
0.8125,,58.72334
0.8125,,58.64856
0.8125,,58.54002
0.8125,,58.51747
0.8125,,58.401
0.8125,,58.35604
0.8125,,58.31814
0.8125,,58.30491
0.8125,,58.29001
0.8125,,58.13515
0.8125,,58.12435
0.8125,,58.01732
0.8125,,58.01581
0.8125,,57.93809
0.8125,,57.81184
0.8125,,57.79908
0.8125,,57.79545
0.8125,,57.69656
0.8125,,57.59772
0.8125,,57.5825
0.8125,,57.55197
0.8125,,57.54212
0.8125,,57.51554
0.8125,,57.50882
0.8125,,57.41046
0.8125,,57.33981
0.8125,,57.30575
0.8125,,57.26838
0.8125,,57.03973
0.8125,,57.02155
0.8125,,57.01417
0.8125,,57.00294
0.8125,,56.87959
0.8125,,56.86499
0.8125,,56.82971
0.8125,,56.77632
0.8125,,56.77199
0.8125,,56.72483
0.8125,,56.64798
0.8125,,56.60869
0.8125,,56.55647
0.8125,,56.52077
0.8125,,56.49704
0.8125,,56.4646
0.8125,,56.40391
0.8125,,56.3611
0.8125,,56.33716
0.8125,,56.3277
0.8125,,56.29096
0.8125,,56.25092
0.8125,,56.23009
0.8125,,56.2091
0.8125,,56.08477
0.8125,,56.0686
0.8125,,56.06137
0.8125,,55.96936
0.8125,,55.80559
0.8125,,55.80052
0.8125,,55.7921
0.8125,,55.73043
0.8125,,55.59885
0.8125,,55.58187
0.8125,,55.37479
0.8125,,55.13519
0.8125,,55.11663
0.8125,,55.06017
0.8125,,54.71115
0.8125,,54.67895
0.8125,,54.59919
0.8125,,54.53672
0.8125,,54.49179
0.8125,,54.4253
0.8125,,54.2126
0.8125,,54.15711
0.8125,,54.14026
0.8125,,54.136
0.8125,,54.08555
0.8125,,53.95936
0.8125,,53.59444
0.8125,,53.54266
0.8125,,53.48757
0.8125,,53.29991
0.8125,,53.26396
0.8125,,52.68235
0.8125,,52.67719
0.8125,,51.97296
0.8125,,51.71785
0.8125,,49.89038
0.8125,,47.76979
0.8125,,47.3504
0.8125,,46.42455
0.8125,,46.40272
0.8125,,46.33914
0.8125,,46.24391
0.8125,,46.18525
0.8125,,45.38546
0.8125,,45.13115
0.8125,,44.65446
0.8125,,44.24105
0.8125,,44.23929
0.8125,,44.11275
0.8125,,44.08925
0.8125,,43.95509
0.8125,,43.64553
0.8125,,43.59048
0.8125,,43.26406
0.8125,,42.88259
0.8125,,42.55637
0.8126,,60.43424
0.8126,,59.62646
0.8126,,58.87744
0.8126,,58.81378
0.8126,,58.51261
0.8126,,58.4356
0.8126,,57.919
0.8126,,57.7512
0.8126,,57.67353
0.8126,,57.5549
0.8126,,57.26292
0.8126,,57.11053
0.8126,,56.86775
0.8126,,56.58638
0.8126,,56.26483
0.8126,,56.21544
0.8126,,56.17388
0.8126,,56.08217
0.8126,,55.77461
0.8126,,55.55509
0.8126,,55.26504
0.8126,,54.47977
0.8128,,65.80585
0.8128,,63.97915
0.8128,,63.82943
0.8128,,63.13028
0.8128,,62.82746
0.8128,,62.57657
0.8128,,62.16802
0.8128,,62.09986
0.8128,,62.03012
0.8128,,61.85478
0.8128,,61.78494
0.8128,,61.58981
0.8128,,61.40196
0.8128,,61.27607
0.8128,,61.17109
0.8128,,60.7936
0.8128,,60.57173
0.8128,,60.5302
0.8128,,60.30697
0.8128,,60.0377
0.8128,,59.92831
0.8128,,59.6693
0.8128,,59.5217
0.8128,,59.46791
0.8128,,59.38053
0.8128,,59.27587
0.8128,,59.18584
0.8128,,59.08238
0.8128,,58.8226
0.8128,,58.75829
0.8128,,58.73312
0.8128,,58.69122
0.8128,,58.66183
0.8128,,58.55093
0.8128,,58.5201
0.8128,,58.37528
0.8128,,58.30163
0.8128,,58.25762
0.8128,,58.00764
0.8128,,57.61711
0.8128,,57.34695
0.8128,,57.13816
0.8128,,57.13326
0.8128,,57.08885
0.8128,,57.0535
0.8128,,56.60671
0.8128,,56.53473
0.8128,,56.4357
0.8128,,56.35331
0.8128,,56.24108
0.8128,,55.82427
0.8128,,55.1286
0.8128,,54.50245
0.8128,,54.41589
0.8128,,53.39094
0.8128,,52.86593
0.8128,,52.36421
0.8128,,51.80735
0.8128,,48.14398
0.8128,,46.94327
0.8128,,45.46035
0.8128,,44.97235
0.8128,,44.60813
0.8128,,43.95509
0.8128,,43.87119
0.8128,,43.6372
0.8128,,42.23848
0.828,,61.79144
0.828,,61.36918
0.828,,61.35523
0.828,,61.13928
0.828,,60.54175
0.828,,60.0377
0.828,,59.75287
0.828,,59.68605
0.828,,59.60221
0.828,,59.38352
0.828,,59.21244
0.828,,59.12536
0.828,,59.00617
0.828,,58.95763
0.828,,58.86732
0.828,,58.84144
0.828,,58.62688
0.828,,58.48058
0.828,,58.44178
0.828,,58.42394
0.828,,58.31897
0.828,,58.20434
0.828,,58.13521
0.828,,58.08498
0.828,,58.04555
0.828,,57.98152
0.828,,57.66117
0.828,,57.61769
0.828,,57.37822
0.828,,57.35381
0.828,,57.24688
0.828,,57.19775
0.828,,57.11417
0.828,,57.10641
0.828,,57.09796
0.828,,57.00738
0.828,,56.94545
0.828,,56.94008
0.828,,56.77703
0.828,,56.63689
0.828,,56.63484
0.828,,56.60753
0.828,,56.46996
0.828,,56.43806
0.828,,56.40116
0.828,,55.97842
0.828,,55.87251
0.828,,55.86357
0.828,,55.81625
0.828,,55.73118
0.828,,55.6936
0.828,,55.6785
0.828,,55.46938
0.828,,55.17374
0.828,,55.03213
0.828,,55.02579
0.828,,54.71097
0.828,,54.66878
0.828,,54.61914
0.828,,54.61342
0.828,,54.46432
0.828,,54.43803
0.828,,54.00723
0.828,,52.92659
0.828,,52.2519
0.828,,46.21219
0.8281,,62.35544
0.8281,,60.24977
0.8281,,59.26744
0.8281,,59.15063
0.8281,,59.04668
0.8281,,58.51373
0.8281,,58.37052
0.8281,,58.36256
0.8281,,58.3477
0.8281,,58.23542
0.8281,,58.03993
0.8281,,57.95289
0.8281,,57.86707
0.8281,,57.76416
0.8281,,57.73549
0.8281,,57.51812
0.8281,,57.49523
0.8281,,57.4292
0.8281,,57.36052
0.8281,,57.2834
0.8281,,57.2674
0.8281,,57.26183
0.8281,,57.19173
0.8281,,57.1908
0.8281,,57.12642
0.8281,,57.10485
0.8281,,57.09897
0.8281,,57.0156
0.8281,,56.82817
0.8281,,56.70228
0.8281,,56.65248
0.8281,,56.51976
0.8281,,56.51369
0.8281,,56.11129
0.8281,,56.09806
0.8281,,55.97644
0.8281,,55.71518
0.8281,,55.62717
0.8281,,55.3321
0.8281,,55.31232
0.8281,,55.23545
0.8281,,55.20863
0.8281,,54.49527
0.8281,,54.23919
0.8281,,54.19521
0.8281,,52.72423
0.8283,,64.29592
0.8283,,60.75058
0.8283,,59.79931
0.8283,,59.75824
0.8283,,59.46797
0.8283,,59.1498
0.8283,,58.85459
0.8283,,58.71341
0.8283,,58.26849
0.8283,,58.02405
0.8283,,57.79761
0.8283,,57.63098
0.8283,,57.47178
0.8283,,57.20967
0.8283,,56.99279
0.8283,,56.83985
0.8283,,56.57011
0.8283,,56.16974
0.8283,,55.64688
0.8283,,55.38846
0.8283,,54.43319
0.8285,,60.69899
0.8285,,59.43446
0.8285,,59.37531
0.8285,,58.81507
0.8285,,58.45215
0.8285,,58.43857
0.8285,,58.02526
0.8285,,57.56389
0.8285,,56.98058
0.8285,,56.66557
0.8285,,56.48667
0.8285,,55.83051
0.8285,,55.8228
0.8285,,55.79882
0.8285,,55.48556
0.8285,,54.55936
0.8285,,53.1979
0.8285,,52.77515
0.8435,,79.49286
0.8435,,64.40604
0.8435,,63.70031
0.8435,,62.55834
0.8435,,62.37225
0.8435,,60.40959
0.8435,,60.00842
0.8435,,59.94057
0.8435,,59.50594
0.8435,,58.90008
0.8435,,58.40029
0.8435,,57.83361
0.8435,,57.24856
0.8435,,57.18904
0.8435,,52.05064
0.8435,,45.74361
0.8435,,44.18704
0.8437,,64.04458
0.8437,,63.95567
0.8437,,62.67021
0.8437,,62.18417
0.8437,,60.97132
0.8437,,60.78255
0.8437,,60.38571
0.8437,,59.93214
0.8437,,58.92376
0.8437,,58.83933
0.8437,,58.34479
0.8437,,58.06717
0.8437,,57.83141
0.8437,,57.34855
0.8437,,56.97742
0.8437,,56.79318
0.8437,,56.12724
0.8437,,55.58501
0.8437,,43.25573
0.8437,,42.81069
0.8438,,65.18589
0.8438,,64.75015
0.8438,,64.38063
0.8438,,62.76899
0.8438,,60.32204
0.8438,,59.56392
0.8438,,58.93511
0.8438,,58.64797
0.8438,,57.8938
0.8438,,57.47331
0.8438,,57.26742
0.8438,,56.896
0.8438,,56.47869
0.8438,,53.83806
0.8438,,44.75805
0.844,,63.39665
0.844,,62.02395
0.844,,60.9363
0.844,,60.48918
0.844,,59.56345
0.844,,58.3521
0.844,,57.95388
0.844,,56.42982
0.844,,55.29862
0.844,,55.26936
0.844,,54.43334
0.844,,45.93435
0.844,,45.67931
0.844,,44.6861
0.844,,44.52124
0.844,,43.56783
0.844,,43.3231
0.906,,64.441
0.906,,64.31574
0.906,,64.21843
0.906,,63.50267
0.906,,62.76939
0.906,,62.28451
0.906,,60.99867
0.906,,60.80354
0.906,,60.74837
0.906,,60.22553
0.906,,60.21178
0.906,,60.14342
0.906,,59.70126
0.906,,59.18665
0.906,,58.91497
0.906,,58.89006
0.906,,58.71639
0.906,,58.54406
0.906,,58.52332
0.906,,58.52082
0.906,,58.38737
0.906,,58.35425
0.906,,58.16742
0.906,,58.03094
0.906,,57.94686
0.906,,57.60431
0.906,,56.0658
0.906,,55.78871
0.906,,55.22891
0.906,,47.11988
0.906,,45.53749
0.906,,45.01058
0.906,,44.38472
0.906,,44.05583
0.906,,43.06132
0.9061,,55.4418
0.9062,,63.298
0.9062,,62.4742
0.9062,,61.69479
0.9062,,61.44174
0.9062,,61.21086
0.9062,,61.17677
0.9062,,61.0073
0.9062,,60.27859
0.9062,,60.17584
0.9062,,59.95947
0.9062,,59.43102
0.9062,,59.05876
0.9062,,58.88116
0.9062,,58.61723
0.9062,,58.52839
0.9062,,58.38185
0.9062,,58.38087
0.9062,,58.18217
0.9062,,58.1669
0.9062,,57.68727
0.9062,,56.81604
0.9062,,56.29319
0.9062,,56.07511
0.9062,,43.72904
0.9062,,43.02418
0.9063,,90.93054
0.9063,,89.16632
0.9063,,63.48822
0.9063,,63.22748
0.9063,,62.67946
0.9063,,62.51174
0.9063,,61.69878
0.9063,,61.56571
0.9063,,60.64364
0.9063,,60.45271
0.9063,,60.33711
0.9063,,60.00687
0.9063,,59.74326
0.9063,,59.66655
0.9063,,59.5609
0.9063,,59.36298
0.9063,,59.21802
0.9063,,58.85909
0.9063,,58.82115
0.9063,,58.66019
0.9063,,58.37018
0.9063,,58.31871
0.9063,,58.05011
0.9063,,57.63575
0.9063,,57.60997
0.9063,,56.36258
0.9063,,56.24304
0.9063,,54.39331
0.9063,,45.63058
0.9063,,45.02886
0.9063,,44.82139
0.9063,,44.35069
0.9063,,44.01161
0.9063,,43.1639
0.9063,,42.69371
0.9063,,42.43761
0.9064,,56.80328
0.9065,,87.8665
0.9065,,64.08205
0.9065,,64.05227
0.9065,,62.87114
0.9065,,62.35272
0.9065,,61.90624
0.9065,,61.88186
0.9065,,61.87666
0.9065,,61.65982
0.9065,,60.79525
0.9065,,60.75061
0.9065,,60.3723
0.9065,,60.32651
0.9065,,59.89743
0.9065,,59.7017
0.9065,,59.54747
0.9065,,59.51961
0.9065,,59.51796
0.9065,,59.20538
0.9065,,58.99624
0.9065,,58.62437
0.9065,,58.54464
0.9065,,58.30967
0.9065,,58.24714
0.9065,,58.13198
0.9065,,57.95707
0.9065,,57.95118
0.9065,,57.93644
0.9065,,57.58884
0.9065,,57.36238
0.9065,,57.19636
0.9065,,56.41807
0.9065,,54.51763
0.9065,,51.19908
0.9065,,47.77794
0.9065,,47.51548
0.9065,,46.51562
0.9065,,45.04544
0.9065,,44.36222
0.9065,,42.82481
0.9215,,64.47656
0.9215,,59.58439
0.9215,,58.96067
0.9215,,58.73648
0.9215,,58.73496
0.9215,,58.675
0.9215,,58.54252
0.9215,,58.34806
0.9215,,58.25953
0.9215,,58.22461
0.9215,,57.84207
0.9215,,57.69174
0.9215,,57.52911
0.9215,,57.40897
0.9215,,57.33654
0.9215,,57.26693
0.9215,,56.97352
0.9215,,56.84599
0.9215,,56.69688
0.9215,,56.53929
0.9215,,56.35458
0.9215,,56.05652
0.9215,,55.98932
0.9215,,55.88919
0.9215,,55.86037
0.9215,,55.31584
0.9215,,54.40441
0.9215,,53.25439
0.9215,,53.01179
0.9217,,61.05865
0.9217,,60.90677
0.9217,,60.86852
0.9217,,59.88913
0.9217,,59.6802
0.9217,,59.1683
0.9217,,58.09448
0.9217,,57.95322
0.9217,,57.90855
0.9217,,57.86339
0.9217,,57.6965
0.9217,,57.50741
0.9217,,57.49066
0.9217,,57.43624
0.9217,,57.31935
0.9217,,57.19587
0.9217,,57.03906
0.9217,,57.01221
0.9217,,56.47863
0.9217,,56.41467
0.9217,,56.32364
0.9217,,56.09888
0.9217,,55.94166
0.9217,,55.93286
0.9217,,55.83899
0.9217,,55.79021
0.9217,,55.55624
0.9217,,55.05061
0.9217,,54.8355
0.9217,,54.59284
0.9217,,52.66069
0.9217,,52.0199
0.9217,,52.00632
0.9219,,77.36846
0.9219,,61.87185
0.9219,,60.93909
0.9219,,60.78137
0.9219,,59.80447
0.9219,,59.70013
0.9219,,59.19726
0.9219,,59.14357
0.9219,,58.97769
0.9219,,58.91012
0.9219,,58.46914
0.9219,,58.2103
0.9219,,58.1658
0.9219,,57.97468
0.9219,,57.90959
0.9219,,57.83413
0.9219,,57.62994
0.9219,,57.52061
0.9219,,57.17968
0.9219,,57.15104
0.9219,,57.02739
0.9219,,56.9401
0.9219,,56.92822
0.9219,,56.88244
0.9219,,56.79128
0.9219,,56.74562
0.9219,,56.15647
0.9219,,56.051
0.9219,,56.01995
0.9219,,56.01881
0.9219,,55.97419
0.9219,,55.9408
0.9219,,55.83144
0.9219,,55.82389
0.9219,,55.75125
0.9219,,55.62824
0.9219,,55.58556
0.9219,,55.44266
0.9219,,55.28698
0.9219,,54.85742
0.9219,,54.74644
0.9219,,54.74267
0.9219,,54.71065
0.9219,,54.60605
0.9219,,53.17822
0.9219,,52.2915
0.9219,,52.07869
0.9219,,50.1872
0.922,,62.13747
0.922,,60.35248
0.922,,60.2624
0.922,,60.18872
0.922,,60.16669
0.922,,59.90018
0.922,,59.65106
0.922,,59.47658
0.922,,59.4226
0.922,,59.13848
0.922,,59.10278
0.922,,58.97263
0.922,,58.91377
0.922,,58.84997
0.922,,58.76364
0.922,,58.72923
0.922,,58.70439
0.922,,58.63211
0.922,,58.60156
0.922,,58.58762
0.922,,58.55481
0.922,,58.51589
0.922,,58.3174
0.922,,58.28172
0.922,,58.23981
0.922,,58.12983
0.922,,58.12657
0.922,,58.09244
0.922,,58.06546
0.922,,57.91297
0.922,,57.88786
0.922,,57.87644
0.922,,57.84622
0.922,,57.79488
0.922,,57.75035
0.922,,57.70923
0.922,,57.62419
0.922,,57.54614
0.922,,57.49962
0.922,,57.49772
0.922,,57.41686
0.922,,57.31761
0.922,,57.28794
0.922,,57.26662
0.922,,57.26094
0.922,,57.25491
0.922,,57.1641
0.922,,57.15898
0.922,,57.11021
0.922,,57.08208
0.922,,56.99079
0.922,,56.86906
0.922,,56.769
0.922,,56.72991
0.922,,56.70604
0.922,,56.66414
0.922,,56.64972
0.922,,56.61496
0.922,,56.5815
0.922,,56.52321
0.922,,56.42996
0.922,,56.39461
0.922,,56.30357
0.922,,56.23621
0.922,,56.12261
0.922,,56.11675
0.922,,56.08822
0.922,,56.05617
0.922,,56.02627
0.922,,55.98712
0.922,,55.98598
0.922,,55.97263
0.922,,55.9372
0.922,,55.89404
0.922,,55.88654
0.922,,55.88234
0.922,,55.866
0.922,,55.85969
0.922,,55.84837
0.922,,55.83414
0.922,,55.76496
0.922,,55.71717
0.922,,55.66603
0.922,,55.56436
0.922,,55.5596
0.922,,55.55712
0.922,,55.51403
0.922,,55.43843
0.922,,55.39091
0.922,,55.38047
0.922,,55.36668
0.922,,55.344
0.922,,55.31406
0.922,,55.21139
0.922,,54.96307
0.922,,54.9399
0.922,,54.91931
0.922,,54.73763
0.922,,54.60882
0.922,,54.55152
0.922,,54.46004
0.922,,54.40414
0.922,,54.25545
0.922,,54.11047
0.922,,53.78134
0.922,,53.62388
0.922,,53.45277
0.922,,53.42425
0.922,,53.30757
0.922,,53.20004
0.922,,53.16643
0.922,,53.05182
0.922,,52.6176
0.922,,51.43172
0.922,,46.52034
0.9372,,90.121
0.9372,,65.99407
0.9372,,63.51969
0.9372,,62.31802
0.9372,,62.16606
0.9372,,61.98674
0.9372,,61.86475
0.9372,,61.56859
0.9372,,61.48094
0.9372,,61.41683
0.9372,,61.33506
0.9372,,61.30485
0.9372,,60.98388
0.9372,,60.77655
0.9372,,60.63525
0.9372,,60.30134
0.9372,,60.2426
0.9372,,59.77169
0.9372,,59.53204
0.9372,,59.26433
0.9372,,59.13206
0.9372,,58.78223
0.9372,,58.76056
0.9372,,58.73882
0.9372,,58.7168
0.9372,,58.57142
0.9372,,57.97568
0.9372,,57.85038
0.9372,,57.7683
0.9372,,57.30723
0.9372,,56.55597
0.9372,,56.49638
0.9372,,55.62483
0.9372,,55.43968
0.9372,,55.39245
0.9372,,47.51205
0.9372,,45.72562
0.9372,,44.85932
0.9372,,44.57675
0.9372,,44.31277
0.9372,,44.13793
0.9372,,43.56685
0.9375,,63.68645
0.9375,,63.40124
0.9375,,63.30117
0.9375,,63.16302
0.9375,,62.96061
0.9375,,62.95336
0.9375,,62.88254
0.9375,,62.69112
0.9375,,62.51034
0.9375,,62.4268
0.9375,,62.1278
0.9375,,61.83906
0.9375,,61.49598
0.9375,,61.39535
0.9375,,61.38362
0.9375,,61.33509
0.9375,,61.273
0.9375,,61.00436
0.9375,,60.9309
0.9375,,60.91246
0.9375,,60.8964
0.9375,,60.67517
0.9375,,60.63752
0.9375,,60.16875
0.9375,,60.11222
0.9375,,59.78597
0.9375,,59.66042
0.9375,,59.62092
0.9375,,59.45841
0.9375,,59.33538
0.9375,,59.23365
0.9375,,59.20863
0.9375,,59.19536
0.9375,,59.17557
0.9375,,59.13528
0.9375,,59.06651
0.9375,,59.05918
0.9375,,58.99588
0.9375,,58.59328
0.9375,,58.55537
0.9375,,58.54766
0.9375,,58.53783
0.9375,,58.17246
0.9375,,58.06981
0.9375,,57.84
0.9375,,57.80228
0.9375,,57.77366
0.9375,,57.69224
0.9375,,57.36821
0.9375,,56.75387
0.9375,,56.61812
0.9375,,56.57559
0.9375,,55.35178
0.9375,,47.71931
0.9375,,47.28942
0.9375,,46.66777
0.9375,,46.21565
0.9375,,46.00005
0.9375,,45.40453
0.9375,,45.31143
0.9375,,45.24614
0.9375,,44.84519
0.9375,,44.8316
0.9375,,44.01161
0.9375,,43.86065
0.9375,,43.56995
0.9378,,62.78897
0.9378,,61.36506
0.9378,,60.79311
0.9378,,60.15798
0.9378,,60.03154
0.9378,,59.37026
0.9378,,59.2405
0.9378,,59.00525
0.9378,,58.98461
0.9378,,58.97044
0.9378,,58.17752
0.9378,,57.7789
0.9378,,57.63201
0.9378,,57.00595
0.9378,,55.96773
0.9378,,55.64124
0.9378,,55.26665
0.9378,,54.85828
0.9378,,50.00209
0.9378,,49.62878
0.9378,,44.35069
0.9378,,44.2381
0.9378,,44.08898
0.9378,,43.82213
1,,65.70249
1,,64.87706
1,,62.89729
1,,62.39336
1,,61.91687
1,,61.24258
1,,61.00054
1,,60.75296
1,,60.67103
1,,60.60041
1,,60.35413
1,,60.22699
1,,60.22355
1,,60.06786
1,,60.04556
1,,59.94817
1,,59.90586
1,,59.85323
1,,59.78517
1,,59.60354
1,,59.58355
1,,59.54736
1,,59.53278
1,,59.23725
1,,59.20817
1,,59.18007
1,,59.12853
1,,58.8087
1,,58.56698
1,,58.41299
1,,58.22422
1,,57.72396
1,,57.67466
1,,57.59421
1,,57.25699
1,,57.16215
1,,56.99353
1,,56.4594
1,,55.79606
1,,52.08705
1,,47.21031
1,,46.45356
1,,45.86836
1,,45.52899
1,,44.92148
1,,44.3682
1,,43.21514
1,,43.19216
1,,42.5818
1.0155,,61.77361
1.0155,,61.64143
1.0155,,61.19224
1.0155,,59.95521
1.0155,,59.6265
1.0155,,59.53252
1.0155,,59.29531
1.0155,,59.19615
1.0155,,59.03204
1.0155,,59.01091
1.0155,,58.80783
1.0155,,58.6812
1.0155,,58.6449
1.0155,,58.19998
1.0155,,58.18081
1.0155,,57.75761
1.0155,,57.33211
1.0155,,57.21525
1.0155,,57.19376
1.0155,,57.173
1.0155,,56.75979
1.0155,,56.41526
1.0155,,56.40378
1.0155,,56.1284
1.0155,,56.04411
1.0155,,55.70173
1.0155,,55.58266
1.0155,,55.4294
1.0155,,55.35718
1.0155,,55.03513
1.0155,,54.77946
1.0155,,54.52581
1.0155,,54.10818
1.0155,,53.69457
1.0155,,53.63989
1.0155,,53.38668
1.0155,,50.7981
1.0156,,60.48841
1.0156,,59.02863
1.0156,,58.83446
1.0156,,57.67115
1.0156,,57.37174
1.0156,,57.3568
1.0156,,56.91583
1.0156,,56.86851
1.0156,,56.78714
1.0156,,56.00833
1.0156,,55.05752
1.0156,,54.25066
1.0156,,53.95651
1.0156,,53.92451
1.0157,,60.91383
1.0157,,58.99924
1.0157,,58.4985
1.0157,,58.38607
1.0157,,58.22067
1.0157,,58.16252
1.0157,,57.8838
1.0157,,55.06613
1.0158,,58.74089
1.0158,,57.81571
1.0158,,56.40762
1.0158,,55.98511
1.0158,,55.93218
1.0158,,55.22424
1.0158,,54.60446
1.0158,,54.00782
1.0158,,53.83503
1.0159,,61.01019
1.0159,,60.04403
1.0159,,58.9202
1.0159,,57.74852
1.0159,,57.72235
1.0159,,57.38159
1.0159,,55.79362
1.0159,,55.45612
1.0159,,54.44043
1.031,,74.9748
1.031,,62.65557
1.031,,62.11518
1.031,,62.06812
1.031,,61.93257
1.031,,61.31781
1.031,,60.80173
1.031,,60.73151
1.031,,60.51515
1.031,,60.20689
1.031,,59.96373
1.031,,59.92163
1.031,,59.91656
1.031,,59.90138
1.031,,59.89769
1.031,,59.68754
1.031,,59.65256
1.031,,59.62491
1.031,,59.55637
1.031,,59.42759
1.031,,59.27527
1.031,,59.20884
1.031,,59.11132
1.031,,59.09081
1.031,,59.07811
1.031,,59.07085
1.031,,58.84796
1.031,,58.83525
1.031,,58.59958
1.031,,58.41913
1.031,,58.15199
1.031,,58.14946
1.031,,58.13442
1.031,,58.11381
1.031,,58.09874
1.031,,58.04586
1.031,,58.04496
1.031,,58.02396
1.031,,57.68372
1.031,,57.65179
1.031,,57.55189
1.031,,57.44241
1.031,,57.23855
1.031,,57.15308
1.031,,57.12835
1.031,,57.09446
1.031,,57.08445
1.031,,57.0453
1.031,,57.02405
1.031,,56.78572
1.031,,56.40056
1.031,,56.31654
1.031,,56.14949
1.031,,56.14679
1.031,,55.80917
1.031,,54.38748
1.031,,50.31292
1.031,,46.33914
1.031,,45.93874
1.031,,43.784
1.031,,43.70911
1.031,,43.60457
1.031,,43.59906
1.031,,43.45263
1.0311,,62.89811
1.0311,,61.07363
1.0311,,60.98313
1.0311,,60.72927
1.0311,,60.49396
1.0311,,60.27447
1.0311,,60.16405
1.0311,,58.82622
1.0311,,58.13252
1.0311,,57.79379
1.0311,,57.36681
1.0311,,57.20677
1.0311,,56.96942
1.0311,,56.41828
1.0311,,56.28116
1.0311,,56.20339
1.0311,,56.12879
1.0311,,56.10938
1.0311,,55.13781
1.0312,,63.42083
1.0312,,63.25728
1.0312,,63.15183
1.0312,,62.74908
1.0312,,62.55567
1.0312,,62.44984
1.0312,,61.85615
1.0312,,61.53015
1.0312,,60.70422
1.0312,,60.68444
1.0312,,60.61158
1.0312,,60.55644
1.0312,,60.51813
1.0312,,60.46036
1.0312,,60.44938
1.0312,,60.2301
1.0312,,60.09388
1.0312,,60.06427
1.0312,,60.01756
1.0312,,59.76367
1.0312,,59.6932
1.0312,,59.66142
1.0312,,59.46798
1.0312,,59.42526
1.0312,,59.26236
1.0312,,59.16302
1.0312,,59.09904
1.0312,,58.65683
1.0312,,58.50358
1.0312,,58.46096
1.0312,,58.37168
1.0312,,58.25827
1.0312,,58.20552
1.0312,,57.95797
1.0312,,57.72394
1.0312,,57.70355
1.0312,,57.60087
1.0312,,57.43949
1.0312,,57.43084
1.0312,,57.39844
1.0312,,57.36014
1.0312,,57.35908
1.0312,,57.06781
1.0312,,57.05745
1.0312,,57.00344
1.0312,,56.81337
1.0312,,56.78797
1.0312,,56.74483
1.0312,,56.72801
1.0312,,56.44384
1.0312,,56.35675
1.0312,,56.19513
1.0312,,56.02632
1.0312,,55.94268
1.0312,,55.90393
1.0312,,54.32494
1.0312,,53.18811
1.0312,,52.91749
1.0312,,52.13873
1.0312,,49.75776
1.0312,,48.63446
1.0312,,48.06819
1.0312,,46.3965
1.0312,,46.24364
1.0312,,45.09096
1.0312,,43.65259
1.0312,,42.4626
1.0312,,42.42271
1.0313,,64.59423
1.0313,,63.97014
1.0313,,63.48566
1.0313,,62.35243
1.0313,,61.90735
1.0313,,61.89581
1.0313,,61.77242
1.0313,,61.65985
1.0313,,61.54728
1.0313,,61.44264
1.0313,,61.13001
1.0313,,61.09151
1.0313,,60.98957
1.0313,,60.98861
1.0313,,60.9669
1.0313,,60.96655
1.0313,,60.96575
1.0313,,60.7776
1.0313,,60.11946
1.0313,,60.09049
1.0313,,59.50734
1.0313,,59.50482
1.0313,,59.4547
1.0313,,59.44469
1.0313,,59.41621
1.0313,,59.03418
1.0313,,59.00235
1.0313,,58.82435
1.0313,,58.58824
1.0313,,58.46099
1.0313,,58.37269
1.0313,,58.37263
1.0313,,58.19047
1.0313,,57.89937
1.0313,,57.71305
1.0313,,57.61894
1.0313,,57.03263
1.0313,,56.98362
1.0313,,56.91802
1.0313,,56.84281
1.0313,,56.83509
1.0313,,56.70625
1.0313,,56.69864
1.0313,,56.59038
1.0313,,55.86549
1.0313,,55.50776
1.0313,,54.00357
1.0313,,53.65428
1.0313,,44.41286
1.0313,,44.24935
1.0313,,43.45688
1.0313,,43.42586
1.0314,,60.69249
1.0314,,60.39684
1.0314,,58.69157
1.0314,,57.52277
1.0314,,57.39746
1.0314,,56.5894
1.0314,,56.55506
1.0315,,89.42628
1.0315,,65.43375
1.0315,,64.48843
1.0315,,63.66611
1.0315,,63.4859
1.0315,,63.05369
1.0315,,62.85044
1.0315,,62.48587
1.0315,,62.4401
1.0315,,62.40178
1.0315,,62.34829
