Dwell (ms),Type I block,Type II block
0.5,,54.89879
0.5,,54.85218
0.5,,54.63412
0.5,,54.60871
0.5,,54.59578
0.5,,54.59456
0.5,,54.55802
0.5,,54.49323
0.5,,54.48556
0.5,,54.46001
0.5,,54.42966
0.5,,54.25162
0.5,,54.2441
0.5,,54.23293
0.5,,54.19288
0.5,,54.17989
0.5,,54.17026
0.5,,54.16064
0.5,,54.14924
0.5,,54.04978
0.5,,53.94103
0.5,,53.90579
0.5,,53.9002
0.5,,53.88551
0.5,,53.86132
0.5,,53.82244
0.5,,53.7553
0.5,,53.72554
0.5,,53.66225
0.5,,53.6249
0.5,,53.61899
0.5,,53.35367
0.5,,53.20848
0.5,,53.16098
0.5,,53.04645
0.5,,53.03613
0.5,,53.00808
0.5,,53.00772
0.5,,52.8176
0.5,,52.60337
0.5,,52.5101
0.5,,52.36649
0.5,,52.13672
0.5,,52.10031
0.5,,52.09311
0.5,,51.83588
0.5,,51.65858
0.5,,50.58284
0.5,,50.2267
0.5,,49.3909
0.5,,49.24236
0.5,,49.03529
0.5,,48.8459
0.5,,47.52986
0.5,,47.47294
0.5,,47.43292
0.5,,47.43249
0.5,,47.00685
0.5,,46.98551
0.5,,46.64253
0.5,,46.55972
0.5,,46.43605
0.5,,46.29478
0.5,,46.15014
0.5,,45.48097
0.5,,45.27752
0.5,,44.97235
0.5,,44.92981
0.5,,44.83364
0.5,,44.65005
0.5,,44.4718
0.5,,44.46372
0.5,,44.46372
0.5,,44.46372
0.5,,44.2191
0.5,,44.1601
0.5,,44.14236
0.5,,44.11831
0.5,,44.10656
0.5,,44.01274
0.5,,43.95509
0.5,,43.91256
0.5,,43.89773
0.5,,43.85337
0.5,,43.67012
0.5,,43.66997
0.5,,43.40393
0.5,,43.31221
0.5,,43.09876
0.5,,43.08393
0.5,,43.0708
0.5,,43.04586
0.5,,42.99943
0.5,,42.88435
0.5,,42.86866
0.5,,42.71445
0.5,,42.36577
0.5,,41.9579
0.5,,41.37155
0.5,,39.13389
0.5,,37.36777
0.5155,,76.45595
0.5155,,75.97907
0.5155,,75.79687
0.5155,,72.79877
0.5155,,72.70236
0.5155,,72.13957
0.5155,,71.66308
0.5155,,65.77247
0.5155,,64.77407
0.5155,,64.1546
0.5155,,63.83105
0.5155,,63.81207
0.5155,,63.78012
0.5155,,63.7452
0.5155,,63.36628
0.5155,,62.6601
0.5155,,62.44902
0.5155,,62.42716
0.5155,,62.30675
0.5155,,62.1349
0.5155,,62.05069
0.5155,,61.96885
0.5155,,61.8456
0.5155,,61.8421
0.5155,,61.52337
0.5155,,61.40908
0.5155,,61.26563
0.5155,,61.24411
0.5155,,61.22642
0.5155,,61.20279
0.5155,,60.97033
0.5155,,60.96428
0.5155,,60.83159
0.5155,,60.7828
0.5155,,60.74011
0.5155,,60.73245
0.5155,,60.67568
0.5155,,60.57542
0.5155,,60.54775
0.5155,,60.49006
0.5155,,60.36551
0.5155,,60.29683
0.5155,,60.29532
0.5155,,60.28156
0.5155,,60.27633
0.5155,,60.21158
0.5155,,60.18849
0.5155,,60.16284
0.5155,,59.96121
0.5155,,59.92746
0.5155,,59.87899
0.5155,,59.84002
0.5155,,59.80556
0.5155,,59.68075
0.5155,,59.61605
0.5155,,59.59681
0.5155,,59.5722
0.5155,,59.49627
0.5155,,59.47734
0.5155,,59.31345
0.5155,,59.30288
0.5155,,59.30027
0.5155,,59.13418
0.5155,,59.09948
0.5155,,59.09366
0.5155,,59.00353
0.5155,,58.99579
0.5155,,58.95701
0.5155,,58.94104
0.5155,,58.92999
0.5155,,58.92152
0.5155,,58.90429
0.5155,,58.89079
0.5155,,58.86349
0.5155,,58.79692
0.5155,,58.7641
0.5155,,58.74906
0.5155,,58.74754
0.5155,,58.72024
0.5155,,58.61028
0.5155,,58.58735
0.5155,,58.56126
0.5155,,58.45697
0.5155,,58.37526
0.5155,,58.33933
0.5155,,58.28958
0.5155,,58.24182
0.5155,,58.15088
0.5155,,58.14536
0.5155,,58.10314
0.5155,,58.09757
0.5155,,57.95036
0.5155,,57.91891
0.5155,,57.80695
0.5155,,57.78862
0.5155,,57.71941
0.5155,,57.64985
0.5155,,57.51873
0.5155,,57.48781
0.5155,,57.48614
0.5155,,57.46252
0.5155,,57.45092
0.5155,,57.43469
0.5155,,57.41345
0.5155,,57.34272
0.5155,,57.32707
0.5155,,57.32552
0.5155,,57.32248
0.5155,,57.28889
0.5155,,57.21857
0.5155,,57.2085
0.5155,,57.19338
0.5155,,57.16372
0.5155,,57.11456
0.5155,,57.07966
0.5155,,57.00342
0.5155,,57.0034
0.5155,,56.97782
0.5155,,56.95831
0.5155,,56.93263
0.5155,,56.93202
0.5155,,56.92142
0.5155,,56.91717
0.5155,,56.90916
0.5155,,56.89234
0.5155,,56.85083
0.5155,,56.83227
0.5155,,56.81418
0.5155,,56.79391
0.5155,,56.78429
0.5155,,56.77489
0.5155,,56.72082
0.5155,,56.7015
0.5155,,56.61065
0.5155,,56.59237
0.5155,,56.43831
0.5155,,56.40877
0.5155,,56.38374
0.5155,,56.38033
0.5155,,56.33799
0.5155,,56.27957
0.5155,,56.18665
0.5155,,56.1278
0.5155,,56.11273
0.5155,,56.10121
0.5155,,56.08938
0.5155,,56.07389
0.5155,,56.01189
0.5155,,56.00906
0.5155,,56.00124
0.5155,,55.92429
0.5155,,55.91
0.5155,,55.90874
0.5155,,55.89704
0.5155,,55.872
0.5155,,55.86598
0.5155,,55.81468
0.5155,,55.80309
0.5155,,55.731
0.5155,,55.7061
0.5155,,55.63737
0.5155,,55.60752
0.5155,,55.60162
0.5155,,55.58684
0.5155,,55.56776
0.5155,,55.51562
0.5155,,55.51395
0.5155,,55.46486
0.5155,,55.3987
0.5155,,55.38693
0.5155,,55.35249
0.5155,,55.31931
0.5155,,55.2904
0.5155,,55.26305
0.5155,,55.2278
0.5155,,55.13604
0.5155,,55.13492
0.5155,,55.10142
0.5155,,55.0227
0.5155,,55.01119
0.5155,,55.00536
0.5155,,55.00463
0.5155,,54.99329
0.5155,,54.93756
0.5155,,54.87778
0.5155,,54.84899
0.5155,,54.83425
0.5155,,54.83295
0.5155,,54.77355
0.5155,,54.76672
0.5155,,54.666
0.5155,,54.6622
0.5155,,54.61754
0.5155,,54.61286
0.5155,,54.57869
0.5155,,54.49925
0.5155,,54.44034
0.5155,,54.43792
0.5155,,54.40364
0.5155,,54.35243
0.5155,,54.3113
0.5155,,54.26457
0.5155,,54.26334
0.5155,,54.25057
0.5155,,54.19126
0.5155,,54.18437
0.5155,,54.13599
0.5155,,54.02586
0.5155,,53.99612
0.5155,,53.8352
0.5155,,53.80272
0.5155,,53.77874
0.5155,,53.70714
0.5155,,53.5877
0.5155,,53.41461
0.5155,,53.34194
0.5155,,53.33512
0.5155,,53.23158
0.5155,,53.22205
0.5155,,53.12027
0.5155,,53.05892
0.5155,,52.57609
0.5155,,52.56537
0.5155,,52.51328
0.5155,,52.50507
0.5155,,52.47219
0.5155,,52.46891
0.5155,,52.25776
0.5155,,51.85276
0.5155,,51.75302
0.5155,,51.31642
0.5155,,49.44205
0.5155,,42.08531
0.5155,,40.93967
0.5155,,39.36115
0.5155,,38.69151
0.5156,,76.59014
0.5156,,74.00883
0.5156,,73.68545
0.5156,,69.30683
0.5156,,63.68607
0.5156,,62.40714
0.5156,,62.18163
0.5156,,62.14092
0.5156,,62.12088
0.5156,,61.54503
0.5156,,60.94658
0.5156,,60.43835
0.5156,,60.37572
0.5156,,60.08982
0.5156,,59.90815
0.5156,,59.42454
0.5156,,59.41943
0.5156,,59.40392
0.5156,,59.29775
0.5156,,59.2963
0.5156,,58.99929
0.5156,,58.77492
0.5156,,58.68551
0.5156,,58.53735
0.5156,,58.30671
0.5156,,58.28406
0.5156,,58.27465
0.5156,,58.07331
0.5156,,57.92608
0.5156,,57.54678
0.5156,,57.46905
0.5156,,57.46063
0.5156,,57.34226
0.5156,,57.0268
0.5156,,57.00576
0.5156,,56.99115
0.5156,,56.97531
0.5156,,56.70233
0.5156,,56.59425
0.5156,,56.40789
0.5156,,56.3307
0.5156,,55.9129
0.5156,,55.81968
0.5156,,55.72615
0.5156,,55.28639
0.5156,,55.2579
0.5156,,55.25154
0.5156,,54.619
0.5156,,54.61565
0.5156,,54.52835
0.5156,,54.30571
0.5156,,53.99168
0.5156,,53.98765
0.5156,,52.65512
0.5156,,51.05623
0.5156,,50.27604
0.5156,,43.15122
0.5156,,38.7406
0.5157,,78.75219
0.5157,,77.74796
0.5157,,75.97429
0.5157,,62.7232
0.5157,,62.55731
0.5157,,62.34429
0.5157,,61.87129
0.5157,,61.04259
0.5157,,60.38964
0.5157,,60.37557
0.5157,,60.01985
0.5157,,59.95587
0.5157,,59.8369
0.5157,,59.75823
0.5157,,59.67105
0.5157,,59.26994
0.5157,,59.17955
0.5157,,58.72022
0.5157,,58.5672
0.5157,,58.42348
0.5157,,58.2093
0.5157,,57.99662
0.5157,,57.94973
0.5157,,57.87381
0.5157,,57.82811
0.5157,,57.63973
0.5157,,57.61833
0.5157,,56.94913
0.5157,,56.81252
0.5157,,56.80836
0.5157,,56.47539
0.5157,,56.17815
0.5157,,56.11972
0.5157,,56.11306
0.5157,,56.10759
0.5157,,56.08087
0.5157,,55.73671
0.5157,,55.2596
0.5157,,54.69528
0.5157,,54.22355
0.5157,,53.35762
0.5157,,53.3222
0.5157,,53.24443
0.5157,,53.05793
0.5157,,53.00762
0.5157,,52.85683
0.5157,,52.77436
0.5157,,52.35731
0.5157,,52.17428
0.5157,,51.92119
0.5158,,78.57181
0.5158,,76.17463
0.5158,,75.29801
0.5158,,73.48721
0.5158,,72.34064
0.5158,,70.51246
0.5158,,70.39157
0.5158,,63.0336
0.5158,,62.64273
0.5158,,61.01738
0.5158,,61.01345
0.5158,,60.33401
0.5158,,59.71162
0.5158,,59.53786
0.5158,,59.49711
0.5158,,59.45005
0.5158,,58.99359
0.5158,,58.6796
0.5158,,58.08229
0.5158,,58.05453
0.5158,,57.97107
0.5158,,57.5632
0.5158,,57.38654
0.5158,,57.34405
0.5158,,57.32519
0.5158,,57.04671
0.5158,,56.50148
0.5158,,55.86695
0.5158,,55.84814
0.5158,,55.80235
0.5158,,55.71339
0.5158,,55.67555
0.5158,,55.65397
0.5158,,55.54749
0.5158,,55.52368
0.5158,,55.38242
0.5158,,55.19389
0.5158,,55.16759
0.5158,,55.0527
0.5158,,55.04561
0.5158,,54.55745
0.5158,,54.5021
0.5158,,54.49785
0.5158,,54.3348
0.5158,,54.19704
0.5158,,54.09327
0.5158,,53.6049
0.5158,,53.18019
0.5158,,53.04806
0.5158,,50.32466
0.5158,,41.07497
0.5159,,64.63092
0.5159,,61.82855
0.5159,,61.33401
0.5159,,61.08069
0.5159,,60.50106
0.5159,,60.37641
0.5159,,59.93418
0.5159,,59.77876
0.5159,,59.73714
0.5159,,59.6293
0.5159,,59.16354
0.5159,,58.97756
0.5159,,58.83915
0.5159,,58.81412
0.5159,,58.65082
0.5159,,58.255
0.5159,,58.17674
0.5159,,57.89205
0.5159,,57.86719
0.5159,,57.81438
0.5159,,57.69746
0.5159,,57.52867
0.5159,,57.35645
0.5159,,57.22803
0.5159,,56.99596
0.5159,,56.95392
0.5159,,56.7719
0.5159,,56.70566
0.5159,,56.68347
0.5159,,56.44552
0.5159,,56.17016
0.5159,,55.8628
0.5159,,55.512
0.5159,,55.5071
0.5159,,55.47753
0.5159,,55.39739
0.5159,,55.22779
0.5159,,55.13915
0.5159,,54.91158
0.5159,,54.90906
0.5159,,54.56227
0.5159,,54.51579
0.5159,,54.45431
0.5159,,54.43383
0.5159,,54.23858
0.5159,,53.94161
0.5159,,53.66199
0.5159,,53.65084
0.5159,,53.45782
0.5159,,53.22743
0.5159,,52.94651
0.5159,,52.90962
0.5159,,52.57324
0.5159,,51.89548
0.5159,,51.72073
0.5159,,51.14976
0.5159,,49.9876
0.531,,86.17107
0.531,,85.96762
0.531,,79.43427
0.531,,78.84655
0.531,,78.33497
0.531,,66.88566
0.531,,64.56278
0.531,,64.45854
0.531,,63.50547
0.531,,62.90619
0.531,,62.89862
0.531,,62.7317
0.531,,62.68298
0.531,,62.31921
0.531,,62.31299
0.531,,62.20684
0.531,,62.19706
0.531,,61.94133
0.531,,61.74261
0.531,,61.68734
0.531,,61.11547
0.531,,61.08374
0.531,,60.94698
0.531,,60.86208
0.531,,60.79552
0.531,,60.50177
0.531,,60.2072
0.531,,60.14885
0.531,,59.65083
0.531,,59.50372
0.531,,59.44183
0.531,,59.29904
0.531,,59.15155
0.531,,59.15069
0.531,,59.04501
0.531,,59.00048
0.531,,58.83386
0.531,,58.63788
0.531,,58.37015
0.531,,58.36064
0.531,,57.65527
0.531,,57.61971
0.531,,57.44855
0.531,,57.32802
0.531,,57.31101
0.531,,57.2318
0.531,,57.02526
0.531,,57.00583
0.531,,56.87289
0.531,,56.63841
0.531,,56.28051
0.531,,55.87704
0.531,,55.27574
0.531,,55.1162
0.531,,55.05268
0.531,,54.26711
0.531,,54.02859
0.531,,50.4449
0.531,,49.24481
0.531,,49.04136
0.531,,48.82105
0.531,,47.97697
0.531,,47.67316
0.531,,45.88787
0.531,,44.85139
0.531,,44.22234
0.531,,43.79388
0.531,,43.44647
0.531,,42.63818
0.531,,41.79825
0.5312,,88.83154
0.5312,,78.37867
0.5312,,77.49387
0.5312,,76.93057
0.5312,,75.88403
0.5312,,66.23883
0.5312,,63.97472
0.5312,,63.82154
0.5312,,63.70972
0.5312,,63.06223
0.5312,,62.79037
0.5312,,62.34694
0.5312,,61.7382
0.5312,,61.70901
0.5312,,61.66036
0.5312,,61.62041
0.5312,,61.49181
0.5312,,61.02632
0.5312,,60.81748
0.5312,,60.71133
0.5312,,60.40455
0.5312,,60.32255
0.5312,,60.31994
0.5312,,60.28995
0.5312,,60.24567
0.5312,,60.18543
0.5312,,59.97121
0.5312,,59.39973
0.5312,,59.29786
0.5312,,59.24904
0.5312,,59.16608
0.5312,,59.02238
0.5312,,58.69873
0.5312,,58.63724
0.5312,,58.57637
0.5312,,58.5296
0.5312,,58.46169
0.5312,,58.42257
0.5312,,58.35455
0.5312,,58.35021
0.5312,,58.28976
0.5312,,58.24947
0.5312,,57.97117
0.5312,,57.77422
0.5312,,57.52916
0.5312,,57.09436
0.5312,,56.38385
0.5312,,56.03186
0.5312,,55.70829
0.5312,,55.62193
0.5312,,55.50319
0.5312,,54.44641
0.5312,,53.97159
0.5312,,46.73657
0.5312,,46.46077
0.5312,,45.23499
0.5312,,44.15855
0.5312,,43.80306
0.5312,,43.18352
0.5312,,42.79588
0.5313,,75.44755
0.5313,,65.44246
0.5313,,64.38191
0.5313,,64.09462
0.5313,,63.12246
0.5313,,62.92387
0.5313,,62.84079
0.5313,,62.68454
0.5313,,62.32579
0.5313,,62.23849
0.5313,,62.14451
0.5313,,61.52521
0.5313,,61.47215
0.5313,,61.46013
0.5313,,61.3781
0.5313,,61.29972
0.5313,,61.01807
0.5313,,60.96533
0.5313,,60.75335
0.5313,,60.64971
0.5313,,60.58879
0.5313,,60.39394
0.5313,,59.89031
0.5313,,59.79589
0.5313,,59.67942
0.5313,,59.58213
0.5313,,59.54186
0.5313,,59.26828
0.5313,,59.13992
0.5313,,59.02499
0.5313,,58.90799
0.5313,,58.88139
0.5313,,58.3875
0.5313,,58.23332
0.5313,,58.16607
0.5313,,58.1115
0.5313,,58.11089
0.5313,,57.82607
0.5313,,57.75564
0.5313,,57.16788
0.5313,,56.59243
0.5313,,56.02701
0.5313,,54.90144
0.5313,,54.25848
0.5313,,53.22062
0.5313,,46.28312
0.5313,,46.13569
0.5313,,45.7341
0.5313,,44.62924
0.5313,,44.27294
0.5313,,43.91256
0.5313,,43.83626
0.5313,,42.10009
0.5313,,41.88266
0.5313,,41.80036
0.5313,,40.82712
0.5315,,72.3004
0.5315,,67.17493
0.5315,,67.06395
0.5315,,67.02246
0.5315,,65.81419
0.5315,,65.51758
0.5315,,63.42183
0.5315,,63.17775
0.5315,,63.06328
0.5315,,62.72002
0.5315,,62.27028
0.5315,,62.15964
0.5315,,62.02462
0.5315,,61.95554
0.5315,,61.84766
0.5315,,61.55258
0.5315,,61.49181
0.5315,,61.44468
0.5315,,61.15377
0.5315,,61.0653
0.5315,,60.95493
0.5315,,60.89085
0.5315,,59.98601
0.5315,,59.92605
0.5315,,59.52675
0.5315,,59.41734
0.5315,,58.57327
0.5315,,58.25025
0.5315,,58.1672
0.5315,,57.86103
0.5315,,57.37699
0.5315,,57.32362
0.5315,,56.96432
0.5315,,56.62897
0.5315,,56.61481
0.5315,,56.47344
0.5315,,56.33977
0.5315,,56.3345
0.5315,,56.10249
0.5315,,55.72026
0.5315,,55.4371
0.5315,,54.63655
0.5315,,49.47048
0.5315,,46.63484
0.5315,,45.92744
0.5315,,44.99077
0.5315,,44.74029
0.5315,,44.56545
0.5315,,44.362
0.5315,,43.70217
0.5315,,43.54819
0.5315,,43.12278
0.5315,,42.40341
0.5935,,75.64627
0.5935,,75.33083
0.5935,,66.27774
0.5935,,62.49429
0.5935,,62.25163
0.5935,,61.05839
0.5935,,60.57474
0.5935,,60.40819
0.5935,,60.36654
0.5935,,59.86628
0.5935,,59.6628
0.5935,,59.63339
0.5935,,59.5685
0.5935,,59.45783
0.5935,,58.65422
0.5935,,58.59106
0.5935,,58.58055
0.5935,,58.41445
0.5935,,58.19
0.5935,,58.01473
0.5935,,57.98276
0.5935,,57.73655
0.5935,,57.54826
0.5935,,57.48106
0.5935,,56.43395
0.5935,,55.47018
0.5935,,55.09406
0.5935,,54.64576
0.5935,,52.9905
0.5935,,46.79938
0.5935,,46.67609
0.5935,,45.28832
0.5935,,43.70078
0.5935,,42.42315
0.5937,,76.62279
0.5937,,64.91557
0.5937,,64.86265
0.5937,,64.12295
0.5937,,64.03024
0.5937,,62.58059
0.5937,,62.41118
0.5937,,61.93378
0.5937,,61.13775
0.5937,,61.13019
0.5937,,60.88064
0.5937,,60.7976
0.5937,,60.43596
0.5937,,60.28875
0.5937,,60.02106
0.5937,,59.85395
0.5937,,59.70505
0.5937,,59.67614
0.5937,,59.43831
0.5937,,59.33186
0.5937,,58.7966
0.5937,,57.5237
0.5937,,57.35624
0.5937,,56.77288
0.5937,,56.53643
0.5937,,56.36444
0.5937,,55.80468
0.5937,,55.03454
0.5937,,54.76143
0.5937,,51.75403
0.5937,,48.11933
0.5937,,45.62553
0.5937,,44.03986
0.5937,,43.07821
0.5937,,42.59213
0.5938,,80.55908
0.5938,,64.31959
0.5938,,64.19059
0.5938,,63.15199
0.5938,,62.87978
0.5938,,62.68274
0.5938,,61.88271
0.5938,,61.79589
0.5938,,61.55311
0.5938,,61.30552
0.5938,,61.07059
0.5938,,60.9736
0.5938,,60.75376
0.5938,,60.5165
0.5938,,60.04397
0.5938,,59.91112
0.5938,,59.85005
0.5938,,59.71759
0.5938,,59.70548
0.5938,,58.8741
0.5938,,58.84132
0.5938,,58.50571
0.5938,,58.08275
0.5938,,56.88422
0.5938,,56.48912
0.5938,,55.12105
0.5938,,48.48566
0.5938,,48.36106
0.5938,,47.51548
0.5938,,45.56574
0.5938,,44.21773
0.5938,,43.67461
0.5938,,42.68353
0.5938,,41.99293
0.5938,,41.30268
0.594,,66.73448
0.594,,63.06626
0.594,,61.92763
0.594,,61.65672
0.594,,61.52613
0.594,,61.06359
0.594,,60.76535
0.594,,60.12081
0.594,,59.69078
0.594,,59.67051
0.594,,58.92946
0.594,,58.82652
0.594,,57.90691
0.594,,57.52122
0.594,,56.92727
0.594,,56.85233
0.594,,56.53321
0.594,,55.07315
0.594,,54.48006
0.594,,54.2139
0.594,,53.31387
0.594,,51.10044
0.594,,48.44796
0.594,,47.35976
0.594,,46.86986
0.594,,43.14436
0.6091,,71.90798
0.6091,,62.72888
0.6091,,61.25811
0.6091,,61.13563
0.6091,,60.90942
0.6091,,60.5403
0.6091,,60.39299
0.6091,,60.26205
0.6091,,59.67257
0.6091,,59.59904
0.6091,,59.44866
0.6091,,59.38423
0.6091,,59.29294
0.6091,,58.96158
0.6091,,58.78497
0.6091,,58.59454
0.6091,,58.44393
0.6091,,58.10527
0.6091,,57.9662
0.6091,,57.92954
0.6091,,57.83667
0.6091,,57.6323
0.6091,,57.31723
0.6091,,57.07872
0.6091,,57.02828
0.6091,,56.95355
0.6091,,56.94834
0.6091,,56.89697
0.6091,,56.79942
0.6091,,56.66746
0.6091,,56.49383
0.6091,,56.25234
0.6091,,56.20848
0.6091,,56.20624
0.6091,,56.07605
0.6091,,55.99681
0.6091,,55.9411
0.6091,,55.92619
0.6091,,55.72732
0.6091,,55.70319
0.6091,,55.54128
0.6091,,55.47574
0.6091,,54.87883
0.6091,,54.87358
0.6091,,54.85001
0.6091,,54.82477
0.6091,,54.06895
0.6091,,54.04542
0.6091,,53.92885
0.6091,,53.89584
0.6091,,53.33852
0.6091,,51.39364
0.6091,,51.37231
0.6091,,51.21035
0.6092,,64.92238
0.6092,,63.40423
0.6092,,62.40451
0.6092,,62.06001
0.6092,,61.48321
0.6092,,61.0402
0.6092,,60.88947
0.6092,,60.85878
0.6092,,60.53103
0.6092,,60.39989
0.6092,,59.40246
0.6092,,59.39093
0.6092,,58.53431
0.6092,,58.45687
0.6092,,58.36498
0.6092,,58.36467
0.6092,,58.30435
0.6092,,58.04681
0.6092,,57.94345
0.6092,,57.77384
0.6092,,57.657
0.6092,,57.4217
0.6092,,57.38986
0.6092,,57.14792
0.6092,,57.11384
0.6092,,57.08978
0.6092,,56.66022
0.6092,,56.54496
0.6092,,56.33098
0.6092,,56.233
0.6092,,56.21366
0.6092,,56.14928
0.6092,,56.03923
0.6092,,55.93693
0.6092,,55.85598
0.6092,,55.38949
0.6092,,54.98522
0.6092,,54.72928
0.6092,,54.60476
0.6092,,54.59103
0.6092,,54.56673
0.6092,,53.84189
0.6092,,53.43675
0.6092,,52.87365
0.6092,,52.39746
0.6093,,76.81365
0.6093,,73.6418
0.6093,,63.09629
0.6093,,62.40142
0.6093,,61.73854
0.6093,,60.50362
0.6093,,60.42385
0.6093,,60.13794
0.6093,,59.81104
0.6093,,59.75545
0.6093,,59.7253
0.6093,,59.60861
0.6093,,59.57339
0.6093,,59.28492
0.6093,,58.98655
0.6093,,58.90715
0.6093,,58.47325
0.6093,,58.18169
0.6093,,58.03652
0.6093,,58.03218
0.6093,,57.96606
0.6093,,57.93997
0.6093,,57.6442
0.6093,,57.62993
0.6093,,57.61805
0.6093,,57.37648
0.6093,,57.19965
0.6093,,57.15566
0.6093,,57.09434
0.6093,,56.9887
0.6093,,56.57876
0.6093,,56.56079
0.6093,,56.38118
0.6093,,55.89928
0.6093,,55.81871
0.6093,,55.76259
0.6093,,55.70005
0.6093,,55.57431
0.6093,,55.5728
0.6093,,55.50118
0.6093,,55.33713
0.6093,,54.79834
0.6093,,54.79094
0.6093,,54.72883
0.6093,,54.72379
0.6093,,54.45241
0.6093,,54.39188
0.6093,,54.21973
0.6093,,53.91588
0.6093,,53.36399
0.6093,,53.1718
0.6093,,53.14595
0.6093,,52.48295
0.6093,,51.67569
0.6094,,75.81498
0.6094,,62.56696
0.6094,,62.04637
0.6094,,60.12775
0.6094,,59.96979
0.6094,,59.90313
0.6094,,59.88578
0.6094,,59.72595
0.6094,,59.47281
0.6094,,59.31597
0.6094,,59.10111
0.6094,,58.42445
0.6094,,58.31146
0.6094,,58.03675
0.6094,,57.9515
0.6094,,57.49795
0.6094,,57.41319
0.6094,,57.24689
0.6094,,57.17899
0.6094,,57.03694
0.6094,,56.88036
0.6094,,56.79172
0.6094,,56.77897
0.6094,,56.61622
0.6094,,56.45277
0.6094,,56.43974
0.6094,,56.28275
0.6094,,56.14645
0.6094,,56.0228
0.6094,,55.88307
0.6094,,55.65251
0.6094,,55.65209
0.6094,,55.40773
0.6094,,55.08496
0.6094,,55.07094
0.6094,,54.95517
0.6094,,54.94688
0.6094,,54.47296
0.6094,,54.23775
0.6094,,54.16366
0.6094,,53.95224
0.6094,,53.74688
0.6094,,53.29528
0.6094,,53.28195
0.6094,,52.72371
0.6094,,52.18512
0.6095,,75.68027
0.6095,,75.64412
0.6095,,72.76647
0.6095,,71.81882
0.6095,,71.30435
0.6095,,64.46659
0.6095,,64.09338
0.6095,,62.27416
0.6095,,62.04632
0.6095,,61.97312
0.6095,,61.71344
0.6095,,61.64091
0.6095,,61.44558
0.6095,,61.21289
0.6095,,61.06649
0.6095,,61.01858
0.6095,,60.96365
0.6095,,60.81724
0.6095,,60.78143
0.6095,,60.63317
0.6095,,60.39964
0.6095,,60.38754
0.6095,,60.29023
0.6095,,60.23176
0.6095,,60.20501
0.6095,,59.94205
0.6095,,59.90314
0.6095,,59.79852
0.6095,,59.77867
0.6095,,59.73833
0.6095,,59.65173
0.6095,,59.62522
0.6095,,59.61947
0.6095,,59.4881
0.6095,,59.2913
0.6095,,59.28972
0.6095,,59.26648
0.6095,,58.84547
0.6095,,58.80762
0.6095,,58.78302
0.6095,,58.76873
0.6095,,58.74113
0.6095,,58.68125
0.6095,,58.67928
0.6095,,58.67873
0.6095,,58.63559
0.6095,,58.62589
0.6095,,58.62339
0.6095,,58.61928
0.6095,,58.42683
0.6095,,58.41379
0.6095,,58.31845
0.6095,,58.30706
0.6095,,58.29472
0.6095,,58.23992
0.6095,,58.19889
0.6095,,58.09433
0.6095,,58.07381
0.6095,,58.0728
0.6095,,58.02314
0.6095,,57.96509
0.6095,,57.90743
0.6095,,57.87952
0.6095,,57.82193
0.6095,,57.78184
0.6095,,57.75298
0.6095,,57.58581
0.6095,,57.55786
0.6095,,57.5514
0.6095,,57.54931
0.6095,,57.51572
0.6095,,57.50799
0.6095,,57.4935
0.6095,,57.49328
0.6095,,57.42087
0.6095,,57.29384
0.6095,,57.17172
0.6095,,57.15855
0.6095,,57.04463
0.6095,,57.04142
0.6095,,57.00217
0.6095,,56.98425
0.6095,,56.97882
0.6095,,56.84667
0.6095,,56.79993
0.6095,,56.75679
0.6095,,56.73614
0.6095,,56.72716
0.6095,,56.69353
0.6095,,56.69064
0.6095,,56.6436
0.6095,,56.57682
0.6095,,56.56647
0.6095,,56.53718
0.6095,,56.5367
0.6095,,56.43781
0.6095,,56.32232
0.6095,,56.31858
0.6095,,56.26192
0.6095,,56.24997
0.6095,,56.22476
0.6095,,56.18123
0.6095,,56.11964
0.6095,,56.11817
0.6095,,56.01495
0.6095,,55.92963
0.6095,,55.91982
0.6095,,55.8968
0.6095,,55.87991
0.6095,,55.75936
0.6095,,55.73797
0.6095,,55.72302
0.6095,,55.69145
0.6095,,55.65
0.6095,,55.60125
0.6095,,55.58885
0.6095,,55.51731
0.6095,,55.47822
0.6095,,55.38607
0.6095,,55.38051
0.6095,,55.28752
0.6095,,55.19651
0.6095,,55.11069
0.6095,,55.04301
0.6095,,54.8801
0.6095,,54.84254
0.6095,,54.84046
0.6095,,54.80915
0.6095,,54.72549
0.6095,,54.6972
0.6095,,54.44006
0.6095,,54.42846
0.6095,,54.40117
0.6095,,54.35135
0.6095,,54.28895
0.6095,,54.28568
0.6095,,54.24267
0.6095,,54.2042
0.6095,,54.15702
0.6095,,54.13088
0.6095,,54.10955
0.6095,,54.02057
0.6095,,53.84632
0.6095,,53.77503
0.6095,,53.73634
0.6095,,53.72128
0.6095,,53.69029
0.6095,,53.60522
0.6095,,53.59565
0.6095,,53.23794
0.6095,,53.22845
0.6095,,53.03015
0.6095,,52.88174
0.6095,,52.56969
0.6095,,52.55751
0.6095,,52.54238
0.6095,,52.47181
0.6095,,51.17111
0.6095,,50.81544
0.6095,,50.6667
0.6095,,49.95383
0.6095,,40.0273
0.625,,88.57723
0.625,,85.61624
0.625,,80.35086
0.625,,79.8614
0.625,,78.88233
0.625,,77.56815
0.625,,77.33306
